DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
422	1.4427	0.5475	1.0	0.7627	0.3768	0.3768	0
10	0.4762	0.6243	0.0	0.8073	0.1895	0.3515	0
487	0.9288	0.1425	0.0	0.5815	0.017	0.1818	0
770	1.0862	0.1724	0.0	0.192	0.0788	0.4666	0
20	0.8668	0.2664	0.0	0.0	0.1685	0.3111	0
22	1.062	0.5368	0.0	0.5194	0.4109	0.4772	1
321	0.9026	0.5771	1.0	0.4437	0.0203	0.2392	0
65	1.0862	0.1724	0.0	0.6546	0.1763	0.2517	0
353	0.8952	0.5475	1.0	0.2589	0.1421	0.455	0
68							0
42	0.9288	0.1425	1.0	0.156	0.1085	0.2967	0
23	1.1064	0.6547	1.0	0.3231	0.1309	0.1134	0
72	0.6561	0.5503	0.0	0.1538	0.0125	0.2976	0
293	1.0582	0.1163	1.0	0.4036	0.4577	0.3076	0
20							0
217	1.0835	0.3251	0.0	0.5206	0.0953	0.232	0
13	0.7249	0.2306	0.0	0.1926	0.3378	0.1887	0
74							0
265	1.0	0.0	0.0	0.2467	0.0305	0.2287	0
6							0
18	1.062	0.5368	0.0	0.8772	0.394	0.1944	1
4892	1.0	0.0	0.0	0.3057	0.0432	0.2639	0
811							0
57471	0.9138	0.1724	0.0	0.3005	0.2344	0.2344	0
31	1.291	0.0212	0.0	0.1948	0.2656	0.4674	1
49	1.0	0.0	0.0	0.1266	0.1147	0.3757	0
214							0
286	1.3095	0.984	1.0	0.5521	0.0241	0.073	0
277	1.1064	0.6547	1.0	0.2384	0.0583	0.1076	0
10250	0.9296	0.1407	1.0	0.2741	0.4111	0.4111	0
63							0
257219	0.6545	0.3455	0.0	0.1201	0.3073	0.3073	1
15	1.1245	0.799	1.0	0.2119	0.0282	0.353	1
8							0
16	1.1353	0.6767	1.0	0.9423	0.0369	0.0586	0
114	0.9296	0.1407	1.0	0.4031	0.0094	0.3637	1
11	0.4517	0.6547	1.0	0.0	0.3634	0.2521	0
19	1.1245	0.185	0.0	0.3015	0.1465	0.4958	1
15	1.1457	0.1506	0.0	0.1135	0.2831	0.3809	0
115	1.3095	0.185	0.0	0.9051	0.1128	0.1128	1
962	0.4271	0.4848	1.0	0.3483	0.072	0.3175	0
91	0.985	0.4361	1.0	0.4633	0.147	0.1457	1
73747	1.2063	0.5503	0.0	0.6461	0.2458	0.2458	0
90							0
76	1.291	0.0212	0.0	0.3661	0.3826	0.4645	0
488	1.2962	0.8445	1.0	0.5173	0.4766	0.3236	0
76							0
14							1
19	0.8668	0.2664	0.0	0.4448	0.0748	0.2456	0
7	0.9026	0.5771	1.0	0.3091	0.4989	0.3282	0
82							0
34							1
178	1.1737	1.1976	0.0	0.8622	0.3444	0.4605	1
60	0.4517	0.8445	1.0	0.7512	0.0157	0.0878	0
48	1.1353	0.6767	1.0	0.3	0.2613	0.4322	0
111	0.4586	0.9624	1.0	0.2782	0.1949	0.3082	0
68	0.912	0.6869	0.0	0.7448	0.4125	0.3909	0
115	1.1353	0.6767	1.0	0.4477	0.3735	0.2379	0
23	1.1005	0.1058	0.0	0.8333	0.0245	0.2553	1
90	1.1332	0.2664	0.0	0.5878	0.2852	0.3429	0
44	1.291	0.0212	0.0	0.1703	0.0945	0.0753	1
43	0.9288	0.1425	1.0	0.4004	0.0014	0.3322	1
26	0.8873	0.2255	1.0	0.7399	0.4009	0.1983	0
54	0.9288	0.1425	0.0	0.6701	0.3515	0.4957	0
95							0
45	0.7249	1.1269	0.0	0.0	0.2013	0.1122	0
161	0.6545	0.3455	0.0	0.2181	0.0161	0.232	0
1031863	0.9288	0.1425	0.0	0.1474	0.2418	0.2418	1
71820	0.7904	0.3832	0.0	0.1522	0.1047	0.1047	0
27							0
87	0.4271	0.4848	1.0	0.6335	0.3569	0.1787	0
97512	0.8873	0.2255	0.0	0.1958	0.0686	0.0686	0
9	0.9138	0.1724	1.0	0.6822	0.333	0.343	0
34	1.0835	0.3251	1.0	0.6806	0.1186	0.0889	1
243	0.4311	1.9401	0.0	0.8211	0.0216	0.0738	1
143							0
27							1
35	0.4762	0.7302	0.0	0.2598	0.0507	0.434	0
155	1.1353	0.6767	1.0	0.4671	0.0142	0.2105	0
65	1.1737	1.1976	1.0	0.6255	0.1359	0.4556	1
1733							0
170	1.0835	0.3251	0.0	0.7873	0.2588	0.0653	0
17	0.8385	0.3231	1.0	0.7407	0.3477	0.0809	1
147							1
336	1.1353	0.1504	0.0	0.211	0.0753	0.4841	0
132778	1.062	0.5368	0.0	0.2453	0.1835	0.1835	0
18							0
69	0.3255	0.984	1.0	0.281	0.4185	0.348	0
62	1.4427	0.5475	1.0	0.7316	0.0103	0.1463	1
40	0.4586	0.9624	1.0	0.6226	0.0237	0.2085	0
1109	1.2063	0.5503	0.0	0.9391	0.3024	0.3024	1
78	0.9138	0.1724	1.0	0.3813	0.436	0.436	0
24	0.8873	0.2255	0.0	0.7726	0.1176	0.4647	0
28							1
459	1.1353	0.6767	1.0	0.1481	0.123	0.1698	0
96							1
35							0
89	1.062	0.5368	0.0	0.8038	0.1062	0.252	0
39							0
24	1.1353	0.6767	1.0	1.0815	0.3967	0.0801	0
14	0.8952	0.5475	0.0	0.1697	0.1397	0.1998	0
49	0.6561	0.5503	0.0	0.3503	0.1367	0.3037	0
35							0
93	0.9288	0.1425	1.0	0.2957	0.0265	0.2191	0
1425	1.0835	0.3251	0.0	0.5044	0.1066	0.4646	0
81	1.1064	0.6547	1.0	0.6328	0.0508	0.0776	0
32							0
33	0.9288	0.1425	1.0	0.4076	0.0866	0.2112	0
101	1.0	0.0	0.0	0.2857	0.1642	0.2978	1
22	0.4611	0.0299	0.0	0.2009	0.1218	0.2412	0
68							1
37	0.6545	0.6909	1.0	0.7026	0.1299	0.2845	1
67	0.3255	0.5771	1.0	0.3819	0.3242	0.3947	1
2616	1.1353	0.6767	1.0	0.4231	0.0323	0.1835	0
1469	1.1005	0.6243	0.0	0.2426	0.0516	0.3959	0
43	0.912	0.4848	1.0	0.5857	0.3117	0.3758	0
39							0
72							0
571	0.9026	0.5771	1.0	0.9467	0.2485	0.2485	0
1301	0.9288	0.1425	0.0	0.5526	0.4001	0.3711	0
290	0.9288	0.1425	0.0	0.3368	0.1564	0.2079	0
4	0.9288	0.1425	0.0	0.3277	0.0612	0.3986	0
115							1
9984							0
12	0.4311	0.7425	0.0	0.2245	0.0915	0.2607	0
23	2.3713	1.5988	0.0	0.6366	0.2281	0.2006	0
6	1.1353	0.6767	1.0	1.2333	0.0875	0.2845	0
21	1.1245	0.185	0.0	0.2297	0.15	0.3372	0
4958	1.1064	0.6547	1.0	0.3805	0.373	0.3874	0
120	0.9418	0.1163	1.0	0.3783	0.0601	0.4437	0
43							1
91634							0
71							0
9							0
36	1.1064	0.6547	1.0	0.6107	0.38	0.266	1
68	0.8873	0.2255	1.0	0.6888	0.3878	0.3269	0
29	1.0	0.0	0.0	0.3352	0.3546	0.4406	0
48	1.0835	0.3251	1.0	0.899	0.0942	0.3555	0
705							1
263	1.0835	0.3251	1.0	0.5055	0.028	0.245	0
99							0
1	0.8455	0.309	0.0	1.1317	0.4839	0.4899	0
271							0
46	1.1064	0.1899	1.0	0.74	0.093	0.4042	1
152	0.7249	0.2306	1.0	0.1387	0.3773	0.1295	0
8	1.0	0.0	0.0	0.6	0.2775	0.2417	0
1083	0.4679	1.3839	0.0	0.3321	0.0027	0.3896	0
37	1.4211	0.4361	0.0	0.2843	0.3331	0.447	0
837	0.8952	0.5475	0.0	0.1536	0.0904	0.4107	0
42	1.1005	0.1058	0.0	0.3598	0.0718	0.4102	0
41	1.1064	0.6547	1.0	0.3814	0.291	0.32	0
85	0.9288	0.1425	1.0	0.1977	0.2213	0.3876	0
56							0
64	0.8952	0.5475	0.0	0.5918	0.1344	0.2703	0
168172	1.1457	0.6939	1.0	0.5103	0.1335	0.1335	0
51	0.4311	1.9401	0.0	0.4477	0.3713	0.2183	0
23669	1.4086	0.3251	0.0	0.1433	0.312	0.312	0
66	0.8873	0.2255	1.0	0.5688	0.2125	0.3753	0
17							0
97							0
71							0
11	0.6545	0.6909	1.0	0.6361	0.4173	0.4548	0
408	0.8952	0.5475	1.0	0.4732	0.0087	0.1355	0
30	1.1353	0.6767	1.0	0.6237	0.1042	0.1592	0
408	0.9026	0.5771	1.0	0.4621	0.1079	0.4087	1
462	0.912	0.1501	0.0	0.3321	0.2396	0.0951	1
216	0.5079	0.5756	0.0	0.2201	0.4982	0.4433	0
22							0
2065							1
972	0.4311	0.7425	0.0	0.2418	0.336	0.1597	0
119	0.9418	0.1163	0.0	0.2227	0.1057	0.0844	0
27415							1
14							1
69	1.8517	1.1269	0.0	1.1641	0.3128	0.2102	0
101	0.4517	0.8445	1.0	0.4098	0.4459	0.2763	1
542	1.4211	0.9624	1.0	0.5044	0.084	0.3238	0
33897	0.9288	0.1425	1.0	0.0628	0.1975	0.1975	0
602	0.9138	0.1724	1.0	0.4333	0.2646	0.2105	0
11	0.4679	0.4876	1.0	1.0163	0.0359	0.0578	0
120	0.912	0.1501	0.0	0.1538	0.0123	0.2934	0
7	1.291	0.0212	0.0	0.302	0.2218	0.303	1
1647							0
1253	1.1545	0.309	0.0	0.2319	0.1806	0.3209	0
187	0.9026	0.4069	1.0	0.3186	0.4262	0.1726	0
364	1.1064	0.6547	1.0	0.8829	0.0088	0.2244	0
126							1
120	0.7725	1.5988	0.0	0.2225	0.2398	0.4807	0
63	1.5988	0.5368	0.0	0.3731	0.3805	0.2514	0
5	2.3713	1.9401	0.0	0.2456	0.1899	0.342	0
44	0.9288	0.1425	1.0	0.2899	0.2345	0.2087	0
12	1.1064	0.1899	0.0	0.6354	0.4701	0.275	0
69	0.4679	1.3839	0.0	0.402	0.3012	0.3216	0
339							0
1							0
105	2.3713	1.1976	1.0	0.9894	0.0704	0.1593	1
125	0.7904	1.5808	0.0	0.3353	0.2948	0.194	0
47	0.9288	0.1425	1.0	0.6111	0.3236	0.4554	1
33	1.1737	1.1976	0.0	0.7939	0.0571	0.2327	0
273							0
1139	1.4211	0.4361	0.0	0.1236	0.3885	0.3543	0
75	0.7249	0.2306	0.0	1.1129	0.2201	0.4979	0
72	1.291	0.0212	0.0	0.2359	0.0646	0.1431	0
74	0.4517	0.6547	1.0	0.1077	0.0597	0.2311	1
24	0.9288	0.1425	1.0	0.4413	0.0428	0.4824	0
597	0.4311	1.9401	0.0	0.2357	0.2755	0.1924	0
20	1.1737	1.1976	0.0	0.3865	0.0562	0.2349	0
91							0
12							0
217574	1.1245	0.185	0.0	0.2197	0.3065	0.3065	0
1115	1.3095	0.185	0.0	0.2426	0.0594	0.305	0
162740	0.4517	0.6547	1.0	0.1011	0.1968	0.1968	0
1585	1.471	0.9419	0.0	0.5526	0.3992	0.4415	1
744							0
4278	1.1245	0.185	0.0	0.9123	0.4697	0.4697	1
25	2.3713	1.5808	0.0	0.3169	0.4914	0.3276	0
79	0.7249	0.2306	0.0	0.3806	0.3361	0.2788	0
3	0.7725	0.3114	0.0	0.0	0.4369	0.2579	0
766	0.4586	0.9624	1.0	0.7986	0.3966	0.3966	0
184	1.3455	0.6909	0.0	0.4421	0.3515	0.4408	1
8	0.5079	0.9007	0.0	0.6394	0.044	0.4294	1
55							1
31							0
71							0
66	1.5988	1.1717	1.0	0.6006	0.4948	0.2199	0
160	1.291	0.0212	0.0	0.2129	0.1149	0.063	1
9	2.3713	1.1976	0.0	0.4662	0.1507	0.2669	0
32	1.291	0.0212	0.0	0.2477	0.3822	0.3514	0
473							0
3882	1.0	0.0	0.0	0.764	0.4132	0.4132	0
7	0.8455	0.309	0.0	0.1526	0.4914	0.298	0
78	0.7725	1.5988	0.0	0.8594	0.2308	0.47	1
25	1.2063	0.5503	0.0	0.9796	0.1016	0.2031	1
12	0.7725	1.5988	0.0	0.1979	0.2635	0.3627	0
69							0
18	1.0704	0.1407	0.0	0.251	0.1451	0.0356	1
973	0.4611	0.0299	0.0	0.1737	0.0198	0.476	0
5							0
8	0.8385	0.3231	1.0	1.0135	0.1732	0.2319	0
39	0.8873	0.2255	1.0	0.3581	0.0641	0.3756	0
114699	0.9418	0.1163	1.0	0.6116	0.2039	0.2039	0
194	1.1737	1.1976	0.0	0.5852	0.3676	0.2232	1
1022							1
731	0.9288	0.1425	1.0	0.2498	0.2335	0.1881	0
343							0
41	1.0835	0.3251	1.0	0.3824	0.2693	0.1916	0
179	0.9418	0.1163	1.0	0.3393	0.0112	0.216	0
237	1.1245	0.2219	0.0	0.2435	0.0928	0.3093	0
20							1
927							0
32	0.4271	0.4848	1.0	0.8782	0.2207	0.3079	0
17							0
222	0.4762	0.7302	0.0	0.4024	0.2029	0.226	0
534	1.062	0.5368	0.0	0.5002	0.0211	0.2493	0
224	0.8455	0.309	0.0	0.125	0.0357	0.3034	0
98							0
304							0
92	0.4311	0.7425	1.0	0.4382	0.2241	0.4114	0
50	1.4211	0.4361	1.0	0.2685	0.2476	0.3923	0
653	0.6545	0.6909	1.0	0.5297	0.0083	0.1119	0
48							0
28653	0.8668	0.2664	0.0	0.204	0.419	0.419	0
15	0.912	0.4848	1.0	0.503	0.087	0.4891	0
22	0.4586	0.6767	1.0	0.1311	0.0077	0.4123	0
122	0.9288	0.1425	1.0	0.3027	0.3261	0.2404	0
35							0
120	0.7725	1.5988	0.0	0.4857	0.4608	0.4829	1
99	0.8455	0.309	0.0	0.505	0.1792	0.1649	0
16	1.2698	0.0212	0.0	0.2444	0.3113	0.4767	1
48	0.9288	0.1425	1.0	0.3158	0.0728	0.3001	0
376	0.4762	0.7302	0.0	0.7094	0.0518	0.0669	0
34							0
46	0.9026	0.5771	1.0	0.4657	0.1323	0.0753	0
61	0.8455	0.309	0.0	1.1484	0.0565	0.4951	0
1214	0.9026	0.5771	1.0	0.2918	0.1343	0.3415	0
26	1.1353	0.6767	1.0	0.7058	0.1033	0.0779	1
38	1.0704	0.1407	0.0	0.2101	0.4204	0.3446	0
427	0.8952	0.5475	0.0	0.6076	0.0131	0.1197	0
21							0
103	0.9288	0.1425	1.0	0.4013	0.1066	0.188	0
22	1.1064	0.0393	0.0	0.1488	0.0587	0.3059	0
2	1.3455	0.6909	0.0	0.7071	0.2173	0.4225	0
539	0.4517	0.8445	1.0	0.7857	0.1826	0.4379	0
91749	0.5079	0.9007	0.0	0.2966	0.2982	0.2982	0
435	0.6561	0.5503	0.0	0.7614	0.0106	0.4966	0
221327	1.1353	0.6767	1.0	0.2211	0.2853	0.2853	0
116	0.6545	0.6909	0.0	0.3113	0.2481	0.4302	0
73	0.7904	0.3832	1.0	0.3365	0.0885	0.3839	0
132	0.9026	0.4069	0.0	0.1866	0.2158	0.4691	0
8							0
14	0.9026	0.4069	0.0	0.5083	0.2269	0.0731	1
53	1.1545	0.309	0.0	0.444	0.3912	0.2241	0
1289	0.7249	0.2306	1.0	0.3277	0.193	0.2939	0
21	0.9296	0.1407	1.0	0.2697	0.377	0.4982	0
41	0.4679	1.3839	0.0	0.5214	0.0731	0.3479	0
19							0
85	0.529	0.9419	0.0	0.1697	0.3899	0.4114	0
4398							0
15	0.8455	0.309	0.0	0.4027	0.3542	0.3151	0
160							0
24							0
645	0.9288	0.1425	1.0	0.6939	0.4207	0.4207	0
737	0.4611	0.0299	0.0	0.5783	0.0042	0.2685	0
10259	0.9288	0.1425	0.0	0.2741	0.4155	0.4155	0
2	1.8517	1.3839	0.0	0.6354	0.4977	0.172	0
761	1.2063	0.1058	0.0	0.5916	0.3397	0.1638	1
521	1.0835	0.3251	0.0	0.5839	0.1823	0.2905	0
343	1.1353	0.6767	1.0	0.2893	0.2415	0.2602	0
95	1.1245	0.185	1.0	0.2773	0.0306	0.4791	1
170	0.912	0.4848	1.0	0.967	0.1615	0.15	0
43							1
10	1.1245	0.185	0.0	0.7078	0.096	0.2141	0
2							0
10	1.0582	0.1163	1.0	0.3364	0.3758	0.1632	0
1807	0.9555	0.2306	1.0	0.2665	0.1855	0.2317	1
60	1.0	0.0	0.0	0.3236	0.3259	0.4136	1
144	0.912	0.4848	1.0	0.9381	0.003	0.0839	0
77	0.9288	0.1425	0.0	0.3211	0.3468	0.4544	1
397	0.8952	0.5475	0.0	0.6148	0.2123	0.4342	1
34	0.6545	0.3455	0.0	0.0	0.4888	0.2768	0
724	2.3713	1.5988	0.0	0.2357	0.4859	0.3736	0
679	0.4611	0.0299	0.0	0.3102	0.0054	0.4703	0
2462							0
52							0
64							0
17	1.0835	0.3251	0.0	0.4859	0.113	0.2291	1
63							1
80	0.5079	0.9007	1.0	0.6051	0.164	0.2835	0
25	1.0712	0.1425	1.0	0.4964	0.3337	0.0921	1
742	2.3713	1.1976	0.0	0.4522	0.1264	0.0775	0
40	0.4271	1.1717	1.0	0.0	0.471	0.446	0
4							0
49							1
348							0
62	1.1457	0.1506	0.0	0.3881	0.1274	0.2054	0
19							0
36							1
44	2.3713	1.5988	0.0	0.371	0.0397	0.4346	0
100	1.062	0.5368	0.0	0.6799	0.3733	0.4855	0
67							0
47	0.6545	0.6909	1.0	0.9146	0.4347	0.1719	0
46	0.4679	1.3839	0.0	0.6146	0.041	0.056	1
387	1.1064	0.1899	0.0	0.35	0.416	0.3323	0
56	0.6561	0.5503	0.0	0.619	0.2612	0.2911	0
15	0.5079	0.9007	0.0	0.2436	0.2798	0.0734	1
342							0
6	0.4611	0.0299	0.0	0.4295	0.204	0.1991	0
64127	1.0835	0.3251	0.0	0.2575	0.2834	0.2834	0
45	1.2962	0.1506	0.0	0.4273	0.1749	0.3636	0
6	1.0	0.3455	0.0	0.3377	0.0258	0.0856	0
37	1.0835	0.3251	1.0	0.7013	0.4852	0.3075	0
89	1.291	0.0212	0.0	0.2065	0.027	0.3682	0
36	1.0704	0.1407	0.0	0.5095	0.0842	0.2907	1
36	0.985	0.4361	0.0	0.6857	0.3449	0.126	0
112							0
357	0.912	0.4848	1.0	0.3153	0.1156	0.3148	0
290	1.0	0.3455	0.0	0.3099	0.4227	0.2808	0
37							0
279							0
539	0.8952	0.5475	0.0	0.0645	0.464	0.4901	0
953	1.1245	0.185	0.0	0.3721	0.0181	0.378	0
14943	1.0	0.0	0.0	0.2706	0.239	0.239	0
54	1.3455	0.6909	0.0	0.4813	0.1031	0.4013	0
26							1
99485	1.1245	0.799	1.0	0.3438	0.237	0.237	0
43	1.0835	0.3251	1.0	0.3057	0.0689	0.2426	1
48							0
97	1.1545	0.309	0.0	0.7598	0.0118	0.2377	1
7							0
2	1.2063	0.1058	0.0	0.7196	0.2587	0.3508	0
89	0.9288	0.1425	0.0	0.3615	0.4682	0.3251	0
103	1.2698	0.0212	0.0	0.2846	0.3831	0.2223	0
89	1.0862	0.1724	0.0	0.1188	0.0828	0.4858	0
284	1.1545	0.309	0.0	0.8852	0.0039	0.0797	0
584	0.9138	0.1724	1.0	0.8226	0.0333	0.321	1
34	0.985	0.5263	1.0	0.2381	0.1268	0.3578	0
473	0.5079	0.9007	1.0	0.7146	0.063	0.2328	0
109303	1.0835	0.3251	0.0	0.1859	0.3175	0.3175	0
140	0.5079	0.5756	0.0	0.2366	0.1424	0.148	0
914							0
80	0.9288	0.1425	1.0	0.8703	0.4911	0.339	0
179	1.0835	0.3251	0.0	0.635	0.3055	0.1011	0
218565	0.4586	0.6767	1.0	0.1576	0.072	0.072	0
579	0.9555	0.2306	0.0	0.2703	0.0231	0.3983	1
74	2.3713	1.1976	0.0	0.638	0.3038	0.1741	0
1089							0
55	0.4311	1.9401	0.0	0.3569	0.4443	0.4283	0
72	0.3255	0.5771	1.0	0.1579	0.0306	0.1536	0
207	1.1005	0.4444	0.0	0.8678	0.1152	0.2182	1
31	0.6561	0.5503	0.0	0.5012	0.1703	0.2742	0
2	1.1332	0.2664	0.0	0.202	0.1108	0.0957	0
284	0.8952	0.5475	1.0	0.8201	0.3771	0.2555	0
1	1.1005	0.6243	0.0	0.5188	0.3074	0.3094	0
360	0.9138	0.1724	0.0	0.4767	0.1619	0.3385	0
37	0.6561	0.5503	0.0	0.6547	0.2561	0.2748	1
41	1.0	0.0	0.0	0.5948	0.2572	0.1418	0
52	1.1457	0.1506	1.0	0.1856	0.1505	0.3589	0
2267	1.291	0.0212	0.0	0.2084	0.0042	0.0655	0
25							0
113	0.4762	0.7302	0.0	0.4609	0.2225	0.1883	0
111							0
182	0.985	0.4361	0.0	0.5915	0.1485	0.1297	0
243	0.3255	0.799	1.0	0.7224	0.0305	0.3887	0
19	0.9138	0.1724	1.0	0.5255	0.1553	0.2234	1
1023							1
510							0
23	0.9288	0.1425	1.0	0.4512	0.1073	0.0298	0
69	1.291	0.0212	0.0	0.8717	0.2021	0.3787	0
340	1.062	0.5368	0.0	0.1869	0.3561	0.3561	0
124434	0.9418	0.1163	0.0	0.1448	0.1259	0.1259	0
10428	0.529	0.9419	0.0	0.7084	0.4705	0.4705	0
4	1.5988	0.5368	0.0	0.3409	0.0569	0.0581	1
456	1.0704	0.1407	1.0	0.2432	0.3235	0.4901	0
31							0
26							0
16	0.4311	0.7425	0.0	0.3193	0.2685	0.4388	1
38	0.4762	0.7302	0.0	0.5366	0.0659	0.3787	1
70	1.1457	0.1506	0.0	0.3241	0.0086	0.3365	0
13864	0.9026	0.5771	1.0	0.6071	0.4805	0.4805	1
74							1
16547	1.1127	0.2255	1.0	0.2771	0.1981	0.1981	0
23	1.0	0.0	0.0	0.4962	0.2993	0.3594	0
162704	0.4586	0.6767	1.0	0.1011	0.2349	0.2349	0
255	1.0704	0.1407	1.0	0.4437	0.0253	0.2987	1
69	1.0862	0.1724	0.0	0.1958	0.2251	0.2251	0
38	0.9138	0.1724	0.0	0.6073	0.1149	0.3313	1
248							0
35	0.6561	0.5503	0.0	0.4189	0.0823	0.3368	0
36	0.912	0.4848	1.0	0.3876	0.1697	0.4647	0
64	0.4271	0.4848	1.0	0.7684	0.1578	0.3151	0
40	1.1127	0.2255	0.0	0.3042	0.2679	0.3767	1
42	0.7904	0.3832	0.0	0.3097	0.2995	0.3562	1
23							0
28	1.291	0.0212	0.0	0.256	0.2253	0.419	0
88	1.3455	0.6909	1.0	0.4425	0.1305	0.095	0
95	0.6561	0.5503	0.0	0.6599	0.3795	0.2133	0
32	1.0704	0.1407	0.0	0.7438	0.461	0.1648	0
38243							0
165	1.062	0.1501	0.0	0.1548	0.1828	0.1551	0
67	1.1353	0.6767	1.0	1.0583	0.4907	0.3094	0
1300	1.1353	0.6767	1.0	0.4226	0.2623	0.4404	1
423	0.912	0.4848	1.0	0.4084	0.0044	0.3185	0
76							0
59	0.4611	0.3114	0.0	1.1215	0.2536	0.2416	1
24							0
105	1.1245	0.185	0.0	0.432	0.4605	0.0589	1
2	0.9418	0.1163	1.0	0.6015	0.24	0.479	0
25	1.0	0.0	0.0	0.2645	0.335	0.2792	0
6506	0.4586	0.5263	1.0	0.1284	0.0239	0.0724	0
5	1.1353	0.6767	1.0	0.165	0.4486	0.0941	1
22	0.9026	0.5771	1.0	0.6426	0.178	0.4367	0
932							0
399							1
48	0.4679	1.3839	0.0	0.3867	0.3385	0.3541	0
180606	0.3255	0.984	1.0	0.5113	0.487	0.487	0
1217	0.4271	0.4848	1.0	0.2137	0.1294	0.4209	0
64	1.0835	0.3251	0.0	0.16	0.0099	0.2213	0
3179	0.9288	0.1425	0.0	0.3516	0.2042	0.2042	0
593	0.9296	0.1407	0.0	0.5524	0.2923	0.4083	0
88	0.4611	0.0299	0.0	0.3118	0.0873	0.1692	0
32	1.1064	0.6547	1.0	0.3353	0.2945	0.1931	1
33	0.6545	0.3455	0.0	0.274	0.2901	0.2717	1
29	1.062	0.5368	0.0	0.2402	0.3779	0.3387	0
140	0.9288	0.1425	1.0	0.5252	0.1835	0.1325	0
15	0.9288	0.1425	1.0	0.3208	0.1748	0.4601	0
11							0
124							0
411	1.1737	1.1976	0.0	1.0037	0.4204	0.2827	0
21763	0.4586	0.5263	1.0	0.1473	0.3905	0.3905	0
1	0.8455	0.309	0.0	0.6259	0.4815	0.2967	0
8	0.912	0.6869	0.0	0.8902	0.0439	0.4577	0
2365	0.8873	0.2255	1.0	0.4025	0.0294	0.0294	0
8	1.1332	0.2664	0.0	0.0	0.1185	0.347	1
405							1
12	1.1615	0.3231	0.0	0.5392	0.4043	0.3681	1
34	0.985	0.4361	1.0	0.6193	0.2932	0.1176	0
35							0
1032292	0.7249	0.2306	0.0	0.1474	0.3567	0.3567	0
16	0.912	0.4848	1.0	0.8717	0.2053	0.4079	0
154							0
58	0.9288	0.1425	1.0	0.6448	0.4002	0.155	0
154	1.062	0.5368	1.0	0.4116	0.1659	0.1993	1
18							1
115	0.4762	0.6243	0.0	0.8703	0.3844	0.4625	0
67	0.7725	1.5988	0.0	0.2034	0.0007	0.0923	1
238							1
53							0
189	0.912	0.4848	1.0	0.2257	0.0154	0.4834	1
55559							0
7400	0.8873	0.2255	1.0	0.5612	0.1294	0.1294	1
57	0.7725	0.3114	0.0	0.0	0.2975	0.4395	0
8	1.1457	0.0393	0.0	0.0	0.4877	0.1549	0
173	0.7904	1.5808	0.0	0.18	0.3369	0.1879	0
1307	0.7249	1.1269	0.0	0.2959	0.4564	0.3894	0
51	0.4311	1.9401	0.0	0.4525	0.0993	0.2477	0
22	0.4679	1.3839	0.0	0.4597	0.058	0.2302	0
101	0.6545	0.6909	1.0	0.5547	0.2049	0.4845	0
21	1.0704	0.1407	1.0	0.6333	0.1764	0.032	1
31	0.9026	0.5771	1.0	0.6859	0.0369	0.4407	0
22							0
152	0.9296	0.1407	1.0	0.6226	0.0002	0.096	1
7	0.7725	0.3114	0.0	0.2677	0.0279	0.3672	0
313	0.7725	1.5988	0.0	0.6234	0.4359	0.4887	0
73018	1.4086	0.3251	1.0	0.6461	0.4537	0.4537	0
33	0.9418	0.1163	0.0	0.4982	0.2263	0.1315	0
10	1.0	0.0	0.0	0.4661	0.3211	0.3139	0
55							0
154	1.2698	0.0635	1.0	0.3254	0.2801	0.0346	0
810	1.4211	0.2857	0.0	0.1528	0.015	0.4093	0
47							0
4751	1.1245	0.185	0.0	0.1011	0.2123	0.2123	0
5	1.1005	0.6243	0.0	0.2435	0.3005	0.3005	0
5							0
36	0.4762	0.6243	0.0	0.6471	0.2594	0.4063	0
23	0.4311	1.9401	0.0	0.4538	0.0406	0.4261	0
64	1.1005	0.6243	1.0	0.9742	0.315	0.1523	0
57	1.1353	0.6767	1.0	0.9002	0.3785	0.3361	1
58	1.0712	0.1425	0.0	0.6095	0.06	0.2678	0
44688	0.9418	0.1163	0.0	0.5004	0.41	0.41	0
325	0.912	0.6869	0.0	0.5003	0.1428	0.2533	0
28							1
62	2.3713	1.1976	1.0	0.4369	0.1606	0.0783	0
61							0
16	1.4211	0.4361	0.0	0.3846	0.4344	0.1765	0
1075	1.2962	0.1899	0.0	0.6944	0.4484	0.4484	0
89	0.9288	0.1425	0.0	0.1788	0.3904	0.1381	0
518							0
19	0.5079	0.9007	1.0	0.9095	0.0391	0.2572	0
88	1.4086	0.3251	1.0	0.3806	0.3366	0.2806	0
224	0.7725	1.5988	0.0	0.2467	0.0331	0.2482	0
56	0.8385	0.3231	0.0	0.5502	0.0649	0.4107	0
40							0
29	0.8455	0.309	0.0	0.4985	0.3563	0.1919	0
19	0.9555	0.2306	0.0	0.0	0.0574	0.1623	1
101							0
32	0.6545	0.6909	0.0	0.5016	0.0474	0.3518	0
77	0.7249	0.257	0.0	0.4375	0.3873	0.2184	0
41	1.0835	0.3251	1.0	0.2989	0.2213	0.1126	0
132	1.5988	0.6869	0.0	0.4907	0.1177	0.2983	1
33	1.2063	0.1058	0.0	0.875	0.2865	0.2378	1
30	1.1245	0.185	1.0	0.7019	0.4486	0.4531	0
93	0.8873	0.2255	1.0	0.5751	0.0956	0.1751	0
308							0
